author_number,author_info
3,"[(' Aytül Kasapoglu ', ' Ankara University, Department of Sociology , Ankara, Turkey ', 'https://www.tandfonline.com/author/Kasapoglu%2C+Ayt%C3%BCl'), (' Yonca Odabas ', ' Ankara University, Department of Sociology , Ankara, Turkey ', 'https://www.tandfonline.com/author/Odabas%2C+Yonca'), (' Nilay Kaya ', ' Ankara University, Department of Sociology , Ankara, Turkey ', 'https://www.tandfonline.com/author/Kaya%2C+Nilay')]"
3,"[(' Dr. Nikoleta Jones ', ' Department of the Environment , University of the Aegean , University Hill 81100, Mytilene, Greece ', 'https://www.tandfonline.com/author/Jones%2C+Nikoleta'), (' Chrisovaladis Malesios ', ' Department of Statistics , Athens University of Economics and Business , 76 Patission str., Athens, 10434, Greece ', 'https://www.tandfonline.com/author/Malesios%2C+Chrisovaladis'), (' Iosif Botetzagias ', ' Department of the Environment , University of the Aegean , University Hill 81100, Mytilene, Greece ', 'https://www.tandfonline.com/author/Botetzagias%2C+Iosif')]"
1,"[(' Dr Meltem Karadag ', ' Department of Sociology , University of Gaziantep , Gaziantep, 27310, Turkey ', 'https://www.tandfonline.com/author/Karadag%2C+Meltem')]"
1,"[(' Dr Iris Wigger PhD ', ' Social Sciences , Loughborough University , Brockington Building, Loughborough, LE11 3TU, UK ', 'https://www.tandfonline.com/author/Wigger%2C+Iris')]"
2,"[(' Professor Sergej Flere ', ' Department of Sociology, Faculty of Arts , University of Maribor , Maribor, 2000, Slovenia ', 'https://www.tandfonline.com/author/Flere%2C+Sergej'), (' Rudi Klanjšek ', ' Department of Sociology, Faculty of Arts , University of Maribor , Maribor, 2000, Slovenia ', 'https://www.tandfonline.com/author/Klanj%C5%A1ek%2C+Rudi')]"
1,"[(' Dr Lydia Morris ', ' Department of Sociology , University of Essex , Wivenhoe Park, Colchester, CO4 3SQ, UK ', 'https://www.tandfonline.com/author/Morris%2C+Lydia')]"
1,"[(' John Scott ', ' University of Plymouth , ', 'https://www.tandfonline.com/author/Scott%2C+John')]"
1,"[(' Magali Gravier PhD ', ' Copenhagen Business School , International Center for Business and Politics , Steen Blichers Vej 22, Frederiksberg, 2000, Denmark ', 'https://www.tandfonline.com/author/Gravier%2C+Magali')]"
1,"[(' Peter Nedergaard ', ' University of Copenhagen, Deparment of Political Science , Øster Farimagsgade 5, DK-1353, Copenhagen K, Denmark ', 'https://www.tandfonline.com/author/Nedergaard%2C+Peter')]"
2,"[(' Noémi Lendvai ', ' School for Policy Studies , University of Bristol , 8 Priory Road, Bristol, BS8 1TZ, UK ', 'https://www.tandfonline.com/author/Lendvai%2C+No%C3%A9mi'), (' Paul Stubbs ', ' Institute of Economics , Trg J F Kennedya 7, Zagreb, HR-10000, Croatia ', 'https://www.tandfonline.com/author/Stubbs%2C+Paul')]"
2,"[(' Laura Dörfler ', ' University of Amsterdam, AIAS , Plantage Muidergracht 12, 1018, TV, Amsterdam, The Netherlands ', 'https://www.tandfonline.com/author/D%C3%B6rfler%2C+Laura'), (' Herman G. van de Werfhorst ', ' University of Amsterdam, Department of Sociology and Anthropology , Ouderzijds Achterburgwal 185, 1012, DK, Amsterdam, The Netherlands ', 'https://www.tandfonline.com/author/van+de+Werfhorst%2C+Herman+G')]"
2,"[(' David Reimer ', ' Mannheim Centre for European Social Research (MZES), A5, 6 , University of Mannheim , 68159, Mannheim, Germany ', 'https://www.tandfonline.com/author/Reimer%2C+David'), (' Stephanie Steinmetz ', ' Faculty of Social Sciences , Erasmus University Rotterdam , Burg, Oudlaan 50, 3062, PA, Rotterdam, The Netherlands ', 'https://www.tandfonline.com/author/Steinmetz%2C+Stephanie')]"
2,"[(' Marita Jacob ', ' Faculty of Social Sciences , Mannheim University , A5, Mannheim, 68131, Germany ', 'https://www.tandfonline.com/author/Jacob%2C+Marita'), (' Nicole Tieben ', ' Faculty of Social Sciences , Mannheim University , A5, Mannheim, 68131, Germany ', 'https://www.tandfonline.com/author/Tieben%2C+Nicole')]"
1,"[(' John Scott ', ' University of Plymouth ', 'https://www.tandfonline.com/author/Scott%2C+John')]"
1,"[(' Zoran Slavnic PhD ', ' Department of Social and Welfare Studies (ISV), Ethnic Studies , Linköping University , Norrköping, Sweden ', 'https://www.tandfonline.com/author/Slavnic%2C+Zoran')]"
1,"[(' Tom Turner ', ' Department of Personnel and Employment Relations, Kemmy Business School , University of Limerick , Limerick, Ireland ', 'https://www.tandfonline.com/author/Turner%2C+Tom')]"
1,"[(' Michaela Caroline Benson ', ' The Sociological Review Fellow , Keele University , Staffordshire, ST5 5BG, UK ', 'https://www.tandfonline.com/author/Benson%2C+Michaela+Caroline')]"
2,"[(' Sandra Dema-Moreno ', ' Department of Sociology , University of Oviedo , Oviedo, Spain ', 'https://www.tandfonline.com/author/Dema-Moreno%2C+Sandra'), (' Capitolina Díaz-Martínez ', ' Department of Sociology , University of Oviedo , Oviedo, Spain ', 'https://www.tandfonline.com/author/D%C3%ADaz-Mart%C3%ADnez%2C+Capitolina')]"
1,"[(' Almudena Moreno Mínguez ', ' Departamento de Sociología y Trabajo Social , Universitad de Valladolid , C/Trinidad, 3 - Segovia, 40001, Spain ', 'https://www.tandfonline.com/author/M%C3%ADnguez%2C+Almudena+Moreno')]"
1,"[(' Teresa Martín García ', ' Spanish Council for Scientific Research , IEGD-CSIC , C/Albasanz 26–28, Madrid, 28037, Spain ', 'https://www.tandfonline.com/author/Mart%C3%ADn+Garc%C3%ADa%2C+Teresa')]"
1,"[(' Andreas Pöllmann ', ' University of Essex , UK ', 'https://www.tandfonline.com/author/P%C3%B6llmann%2C+Andreas')]"
1,"[(' John Scott ', ' University of Plymouth ', 'https://www.tandfonline.com/author/Scott%2C+John')]"
2,"[(' Barbara Haas ', ' Institute for Sociology and Social Research , Vienna University of Economics and Business (WU) , Augasse 2-6, A-1090, Vienna, Austria ', 'https://www.tandfonline.com/author/Haas%2C+Barbara'), (' Margit Hartel ', ' Quality Management and Program Delivery , Vienna University of Economics and Business (WU) , Augasse 2-6, A-1090, Vienna, Austria ', 'https://www.tandfonline.com/author/Hartel%2C+Margit')]"
1,"[(' Dawn Lyon ', ' School of Social Policy, Sociology and Social Research , University of Kent , Chatham Maritime, ME4 4AG, Kent, UK ', 'https://www.tandfonline.com/author/Lyon%2C+Dawn')]"
2,"[(' Patricia Kennedy ', ' University College Dublin, School of Applied Social Science , Newman Building, Dublin, UCD, 14, Ireland ', 'https://www.tandfonline.com/author/Kennedy%2C+Patricia'), (' Heili Einasto ', ' Tallinn University , Lai Street 13, Tallinn, Estonia, 10133', 'https://www.tandfonline.com/author/Einasto%2C+Heili')]"
1,"[(' Mikael Holmqvist ', ' School of Business , Stockholm University , Stockholm, Sweden ', 'https://www.tandfonline.com/author/Holmqvist%2C+Mikael')]"
2,"[(' Jakub Growiec ', ' Warsaw School of Economics , Institute of Econometrics , Al. Niepodleglosci 162, Warszawa, 02-554, Poland ', 'https://www.tandfonline.com/author/Growiec%2C+Jakub'), (' Katarzyna Growiec ', ' Polish Academy of Sciences , Graduate School for Social Research , Nowy Swiat 72, Warszawa, 00-330, Poland ', 'https://www.tandfonline.com/author/Growiec%2C+Katarzyna')]"
1,"[(' Leen Vandecasteele ', ' University of Manchester , Manchester, UK ', 'https://www.tandfonline.com/author/Vandecasteele%2C+Leen')]"
1,"[(' Francesca Stella ', ' University of Glasgow , UK ', 'https://www.tandfonline.com/author/Stella%2C+Francesca')]"
1,"[(' Kerman Calvo ', ' Centro de Estudios Políticos y Constitucionales , Madrid', 'https://www.tandfonline.com/author/Calvo%2C+Kerman')]"
1,"[(' Felix Behling ', ' Department of Sociology , University of Essex ', 'https://www.tandfonline.com/author/Behling%2C+Felix')]"
1,"[(' John Scott ', ' University of Plymouth ', 'https://www.tandfonline.com/author/Scott%2C+John')]"
1,"[(' David Lane ', ' University of Cambridge , Cambridge, UK ', 'https://www.tandfonline.com/author/Lane%2C+David')]"
1,"[(' Antonio Goucha Soares PhD ', ' ISEG-Technical University of Lisbon , Lisbon, Portugal ', 'https://www.tandfonline.com/author/Goucha+Soares%2C+Antonio')]"
2,"[(' Dina Hummelsheim ', ' Department of Criminology , Max Planck Institute for Foreign and International Criminal Law , Freiburg, Germany ', 'https://www.tandfonline.com/author/Hummelsheim%2C+Dina'), (' Jochen Hirschle ', ' Department of Sociology , FernUniversität in Hagen , Hagen, Germany ', 'https://www.tandfonline.com/author/Hirschle%2C+Jochen')]"
2,"[(' Anna Baranowska ', ' Institute for Statistics and Demography , Al. Niepodległości, 164, 02-554, Warsaw, Poland ', 'https://www.tandfonline.com/author/Baranowska%2C+Anna'), (' Michael Gebel ', ' University of Mannheim, Mannheim Centre for European Social Research (MZES) , A5, 6, 68159, Mannheim, Germany ', 'https://www.tandfonline.com/author/Gebel%2C+Michael')]"
2,"[(' Colin C. Williams ', ' University of Sheffield, School of Management , 9 Mappin Street, Sheffield, S1 9DT, UK ', 'https://www.tandfonline.com/author/Williams%2C+Colin+C'), (' John Round ', ' University of Birmingham, School of Geographical Sciences , Birmingham, B15 2TT, UK ', 'https://www.tandfonline.com/author/Round%2C+John')]"
1,"[(' Katarina Boye ', ' Stockholm University, Swedish Institute for Social Research , Stockholm, 10691, Sweden ', 'https://www.tandfonline.com/author/Boye%2C+Katarina')]"
1,"[(' Daniel Nehring ', ' Middlesex University , UK ', 'https://www.tandfonline.com/author/Nehring%2C+Daniel')]"
1,"[(' Philip Schlesinger ', ' University of Glasgow , UK ', 'https://www.tandfonline.com/author/Schlesinger%2C+Philip')]"
1,"[(' John Scott ', ' University of Plymouth ', 'https://www.tandfonline.com/author/Scott%2C+John')]"
1,"[(' Shalva Weil ', ' Research Institute for Innovation in Education , Hebrew University , Jerusalem, Israel ', 'https://www.tandfonline.com/author/Weil%2C+Shalva')]"
1,"[(' Ana Maria Belchior ', ' Department of Political Science and Public Policies , ISCTE , Lisbon, Portugal ', 'https://www.tandfonline.com/author/Belchior%2C+Ana+Maria')]"
2,"[(' Michael Jonas ', ' IHS, Department of Sociology , Stumpergasse 56, A-1060 Wien, Vienna, 1060, Austria ', 'https://www.tandfonline.com/author/Jonas%2C+Michael'), (' Marion Berner ', ' Dortmund, D-44174, Germany ', 'https://www.tandfonline.com/author/Berner%2C+Marion')]"
2,"[(' Andreas Hadjar ', ' Department of Sociology of Education , University of Berne , Berne, Switzerland ', 'https://www.tandfonline.com/author/Hadjar%2C+Andreas'), (' Michael Beck ', ' Department of Sociology of Education , University of Berne , Berne, Switzerland ', 'https://www.tandfonline.com/author/Beck%2C+Michael')]"
1,"[(' Charles Alexander Woolfson PhD ', ' REMESO , Linköping University , Norrköping, Sweden ', 'https://www.tandfonline.com/author/Woolfson%2C+Charles+Alexander')]"
1,"[(' Andreas Pöllmann ', ' Instituto de Investigaciones Sociales , Universidad Nacional Autónoma de México (UNAM) , Coyoacán, Mexico ', 'https://www.tandfonline.com/author/P%C3%B6llmann%2C+Andreas')]"
1,"[(' Sergei Plekhanov ', ' York University , Toronto, Canada ', 'https://www.tandfonline.com/author/Plekhanov%2C+Sergei')]"
1,"[(' Naomi Rudoe ', ' Faculty of Education and Language Studies , The Open University , UK ', 'https://www.tandfonline.com/author/Rudoe%2C+Naomi')]"
1,"[(' Simona Szakács ', ' Department of Sociology , University of Essex , UK ', 'https://www.tandfonline.com/author/Szak%C3%A1cs%2C+Simona')]"
1,"[(' John Scott ', ' University of Plymouth ', 'https://www.tandfonline.com/author/Scott%2C+John')]"
1,"[(' Marcel Erlinghagen ', ' University of Duisburg-Essen, Institute for Work, Education and Training (IAQ) , Forsthausweg 2, Duisburg, 47057, Germany ', 'https://www.tandfonline.com/author/Erlinghagen%2C+Marcel')]"
3,"[(' Birte Gundelach ', ' University of Konstanz , Konstanz, Germany ', 'https://www.tandfonline.com/author/Gundelach%2C+Birte'), (' Markus Freitag ', ' University of Konstanz , Konstanz, Germany ', 'https://www.tandfonline.com/author/Freitag%2C+Markus'), (' Isabelle Stadelmann-Steffen ', ' University of Konstanz , Konstanz, Germany ', 'https://www.tandfonline.com/author/Stadelmann-Steffen%2C+Isabelle')]"
2,"[(' Pamela Abbott ', ' School of Social Sciences , University of Aberdeen , Aberdeen, AB24 3Q4, UK ', 'https://www.tandfonline.com/author/Abbott%2C+Pamela'), (' Claire Wallace ', ' School of Social Sciences , University of Aberdeen , Aberdeen, AB24 3Q4, UK ', 'https://www.tandfonline.com/author/Wallace%2C+Claire')]"
2,"[(' Chiara Saraceno ', ' WZB, DWS, Reichpietschufer , Berlin, Germany ', 'https://www.tandfonline.com/author/Saraceno%2C+Chiara'), (' Wolfgang Keck ', ' WZB, DWS, Reichpietschufer , Berlin, Germany ', 'https://www.tandfonline.com/author/Keck%2C+Wolfgang')]"
3,"[(' Valentina Hlebec PhD ', ' Faculty of Social Sciences , University of Ljubljana , Ljubljana, Slovenia ', 'https://www.tandfonline.com/author/Hlebec%2C+Valentina'), (' Maša Filipovič Hrast ', ' Faculty of Social Sciences , University of Ljubljana , Ljubljana, Slovenia ', 'https://www.tandfonline.com/author/Filipovi%C4%8D+Hrast%2C+Ma%C5%A1a'), (' Tina Kogovšek ', ' Faculty of Social Sciences , University of Ljubljana , Ljubljana, Slovenia ', 'https://www.tandfonline.com/author/Kogov%C5%A1ek%2C+Tina')]"
1,"[(' Patricia Frericks PhD ', ' Sociology/CGG , Hamburg University , Hamburg, Germany ', 'https://www.tandfonline.com/author/Frericks%2C+Patricia')]"
2,"[(' Mark Elchardus ', ' Sociology Department , Vrije Universiteit Brussel , Brussels, Belgium ', 'https://www.tandfonline.com/author/Elchardus%2C+Mark'), (' Kobe De Keere ', ' Sociology Department , Vrije Universiteit Brussel , Brussels, Belgium ', 'https://www.tandfonline.com/author/de+Keere%2C+Kobe')]"
1,"[(' Andreas Pöllmann ', ' Instituto de Investigaciones Sociales, National Autonomous University of Mexico ', 'https://www.tandfonline.com/author/P%C3%B6llmann%2C+Andreas')]"
1,"[(' Jackie Brown ', ' Childhood and Society Programme , Roehampton University , UK ', 'https://www.tandfonline.com/author/Brown%2C+Jackie')]"
1,"[(' Göran Therborn ', ' University of Cambridge ', 'https://www.tandfonline.com/author/Therborn%2C+G%C3%B6ran')]"
1,"[(' Marc Helbling ', ' Wissenschaftszentrum Berlin für Sozialforschung (WZB) , Berlin, Germany ', 'https://www.tandfonline.com/author/Helbling%2C+Marc')]"
1,"[(' Marta Moskal ', ' Centre for Educational Sociology , University of Edinburgh , Edinburgh', 'https://www.tandfonline.com/author/Moskal%2C+Marta')]"
2,"[(' Claudine Attias-Donfut ', ' CNAV, Research on Ageing Department , Paris, France ', 'https://www.tandfonline.com/author/Attias-Donfut%2C+Claudine'), (' Ralitza Dimova ', ' Brunel University , London, UK ', 'https://www.tandfonline.com/author/Dimova%2C+Ralitza')]"
2,"[(' Paula Protsch ', ' Skill Formation and Labour Markets , Social Science Research Center Berlin (WZB) , Berlin, Germany ', 'https://www.tandfonline.com/author/Protsch%2C+Paula'), (' Martina Dieckhoff ', ' Skill Formation and Labour Markets , Social Science Research Center Berlin (WZB) , Berlin, Germany ; Max Weber Programme , European University Institude (EUI) , Florence, Italy ', 'https://www.tandfonline.com/author/Dieckhoff%2C+Martina')]"
3,"[(' Majka van Doorn ', ' Social and Cultural Science , Radboud University Nijmegen , Nijmegen, The Netherlands ', 'https://www.tandfonline.com/author/van+Doorn%2C+Majka'), (' Ioana Pop ', ' Department of Sociology , Tilburg University , Tilburg, The Netherlands ', 'https://www.tandfonline.com/author/Pop%2C+Ioana'), (' Maarten H. J. Wolbers ', ' Department of Sociology , Radboud University Nijmegen , Nijmegen, The Netherlands ', 'https://www.tandfonline.com/author/Wolbers%2C+Maarten+H+J')]"
2,"[(' Dietlind Stolle ', ' Department of Political Science and Centre for the Study of Democratic Citizenship , McGill University , Montreal, Quebec, Canada ', 'https://www.tandfonline.com/author/Stolle%2C+Dietlind'), (' Marc Hooghe ', ' Department of Political Science , KU Leuven, Leuven, Belgium ', 'https://www.tandfonline.com/author/Hooghe%2C+Marc')]"
2,"[(' Riie Heikkilä ', ' Department of Social Sciences , University of Helsinki , Helsinki, Finland ', 'https://www.tandfonline.com/author/Heikkil%C3%A4%2C+Riie'), (' Keijo Rahkonen ', ' Department of Social Sciences , University of Helsinki , Helsinki, Finland ', 'https://www.tandfonline.com/author/Rahkonen%2C+Keijo')]"
1,"[(' Saya Hautefeuille ', ' Université de Montréal , Canada ', 'https://www.tandfonline.com/author/Hautefeuille%2C+Saya')]"
1,"[(' Göran Therborn ', ' University of Cambridge ', 'https://www.tandfonline.com/author/Therborn%2C+G%C3%B6ran')]"
1,"[(' Ayse Guveli ', ' Department of Sociology , University of Essex , Colchester, UK ', 'https://www.tandfonline.com/author/Guveli%2C+Ayse')]"
1,"[(' Luke S. Yates ', ' School of Social Science , University of Manchester , Manchester, UK ', 'https://www.tandfonline.com/author/Yates%2C+Luke+S')]"
2,"[(' Arne Mastekaasa ', ' Department of Sociology and Human Geography , University of Oslo , Oslo, Norway ', 'https://www.tandfonline.com/author/Mastekaasa%2C+Arne'), (' Gunn Elisabeth Birkelund ', ' Department of Sociology and Human Geography , University of Oslo , Oslo, Norway ', 'https://www.tandfonline.com/author/Birkelund%2C+Gunn+Elisabeth')]"
1,"[(' Anders Ejrnæs ', ' ISG, Roskilde University , Universitetsvej 1, 4000, Roskilde, Denmark ', 'https://www.tandfonline.com/author/Ejrn%C3%A6s%2C+Anders')]"
2,"[(' Marco Albertini ', '  University of Bologna , Bologna, Italy ', 'https://www.tandfonline.com/author/Albertini%2C+Marco'), (' Anna Garriga ', ' Universitat Pompeu Fabra, Political and Social Sciences , Barcelona, Spain ', 'https://www.tandfonline.com/author/Garriga%2C+Anna')]"
2,"[(' Tim Huijts ', ' Department of Sociology , Radboud University Nijmegen , Nijmegen, The Netherlands ', 'https://www.tandfonline.com/author/Huijts%2C+Tim'), (' Gerbert Kraaykamp ', ' Department of Sociology , Radboud University Nijmegen , Nijmegen, The Netherlands ', 'https://www.tandfonline.com/author/Kraaykamp%2C+Gerbert')]"
2,"[(' Kairi Kasearu MA ', ' Institute of Sociology and Social PolicyUniversity of Tartu , Tartu, Estonia ', 'https://www.tandfonline.com/author/Kasearu%2C+Kairi'), (' Dagmar Kutsar ', ' Institute of Sociology and Social PolicyUniversity of Tartu , Tartu, Estonia ', 'https://www.tandfonline.com/author/Kutsar%2C+Dagmar')]"
1,"[(' Torben Krings ', ' Department of Economic and Organisational Sociology , Johannes Keplar University , Linz, Austria ', 'https://www.tandfonline.com/author/Krings%2C+Torben')]"
2,"[(' Carlo Barone ', ' University of Trento , Trento, Italy ', 'https://www.tandfonline.com/author/Barone%2C+Carlo'), (' Antonio Schizzerotto ', ' University of Trento , Trento, Italy ', 'https://www.tandfonline.com/author/Schizzerotto%2C+Antonio')]"
2,"[(' Erzsébet Bukodi ', ' Centre for Longitudinal Studies , Institute of Education , London, UK ', 'https://www.tandfonline.com/author/Bukodi%2C+Erzs%C3%A9bet'), (' John H. Goldthorpe ', ' Nuffield College, University of Oxford and Centre for Longitudinal Studies, Institute of Education , London, UK ', 'https://www.tandfonline.com/author/Goldthorpe%2C+John+H')]"
3,"[(' Carlo Barone ', ' Faculty of Sociology , University of Trento , Trento, Italy ', 'https://www.tandfonline.com/author/Barone%2C+Carlo'), (' Mario Lucchini ', ' Faculty of Sociology , University of Milano Bicocca , Milan, Italy ', 'https://www.tandfonline.com/author/Lucchini%2C+Mario'), (' Antonio Schizzerotto ', ' Faculty of Sociology , University of Trento , Trento, Italy ', 'https://www.tandfonline.com/author/Schizzerotto%2C+Antonio')]"
1,"[(' Steffen Hillmert ', ' Department of Sociology , University of Tübingen , Tübingen, Germany ', 'https://www.tandfonline.com/author/Hillmert%2C+Steffen')]"
3,"[(' Maarten H.J. Wolbers ', ' Radboud University Nijmegen , Nijmegen, The Netherlands ', 'https://www.tandfonline.com/author/Wolbers%2C+Maarten+HJ'), (' Ruud Luijkx ', ' Tilburg University , Tilburg, The Netherlands ', 'https://www.tandfonline.com/author/Luijkx%2C+Ruud'), (' Wout Ultee ', ' Radboud University Nijmegen , Nijmegen, The Netherlands ', 'https://www.tandfonline.com/author/Ultee%2C+Wout')]"
2,"[(' Juho Härkönen ', ' Stockholm University , Stockholm, Sweden ', 'https://www.tandfonline.com/author/H%C3%A4rk%C3%B6nen%2C+Juho'), (' Erik Bihagen ', ' Stockholm University , Stockholm, Sweden ', 'https://www.tandfonline.com/author/Bihagen%2C+Erik')]"
1,"[(' Ivano Bison ', ' University of Trento , Trento, Italy ', 'https://www.tandfonline.com/author/Bison%2C+Ivano')]"
1,"[(' Göran Therborn ', ' University of Cambridge ', 'https://www.tandfonline.com/author/Therborn%2C+G%C3%B6ran')]"
2,"[(' Daniel Seabra Lopes ', ' SOCIUS-ISEG/UTL , Lisbon, Portugal ', 'https://www.tandfonline.com/author/Lopes%2C+Daniel+Seabra'), (' Rafael Marques ', ' SOCIUS-ISEG/UTL , Lisbon, Portugal ; School of Economics and Management , Technical University of Lisbon , Lisbon, Portugal ', 'https://www.tandfonline.com/author/Marques%2C+Rafael')]"
2,"[(' Antje Röder ', ' Sociology , Trinity College Dublin , Dublin, Republic of Ireland ', 'https://www.tandfonline.com/author/R%C3%B6der%2C+Antje'), (' Peter Mühlau ', ' Sociology , Trinity College Dublin , Dublin, Republic of Ireland ', 'https://www.tandfonline.com/author/M%C3%BChlau%2C+Peter')]"
1,"[(' Zan Strabac ', ' Trondheim Business School , Trondheim, Norway ', 'https://www.tandfonline.com/author/Strabac%2C+Zan')]"
2,"[(' Yvette Taylor ', ' School of Geography, Politics and Sociology , Newcastle University , Newcastle Upon Tyne, UK ', 'https://www.tandfonline.com/author/Taylor%2C+Yvette'), (' Tracy Scurry ', ' Newcastle University Business School , Newcastle University , Newcastle Upon Tyne, UK ', 'https://www.tandfonline.com/author/Scurry%2C+Tracy')]"
2,"[(' Cécile Guillaume ', "" Université Lille 1 , IUT, Cité Scientifique, Villeneuve d'Asq Cedex , France "", 'https://www.tandfonline.com/author/Guillaume%2C+C%C3%A9cile'), (' Sophie Pochic ', ' CHM-CNRS , Paris, France ', 'https://www.tandfonline.com/author/Pochic%2C+Sophie')]"
1,"[(' Sven Hort ', ' Linnaeus University , Sweden ', 'https://www.tandfonline.com/author/Hort%2C+Sven')]"
1,"[(' Göran Therborn ', ' University of Cambridge ', 'https://www.tandfonline.com/author/Therborn%2C+G%C3%B6ran')]"
1,"[(' Teemu Turunen ', ' Department of Social Research , University of Helsinki , Helsinki, Finland ', 'https://www.tandfonline.com/author/Turunen%2C+Teemu')]"
2,"[(' Maurice Gesthuizen ', ' Department of Sociology , Radboud University Nijmegen , Nijmegen, The Netherlands ', 'https://www.tandfonline.com/author/Gesthuizen%2C+Maurice'), (' Ellen Verbakel ', ' Department of Sociology , Tilburg University , Tilburg, The Netherlands ', 'https://www.tandfonline.com/author/Verbakel%2C+Ellen')]"
1,"[(' Akhlaq Ahmad ', ' Department of Social Research , University of Helsinki , Helsinki, Finland ', 'https://www.tandfonline.com/author/Ahmad%2C+Akhlaq')]"
2,"[(' Fethi Açikel ', ' Department of Political Science , Ankara University , Ankara, Turkey ', 'https://www.tandfonline.com/author/A%C3%A7ikel%2C+Fethi'), (' Kazim Ateş ', ' Department of Political Science and Institute of Social Sciences , Ankara University , Ankara, Turkey ', 'https://www.tandfonline.com/author/Ate%C5%9F%2C+Kazim')]"
1,"[(' Joanna Jasiewicz ', ' European Centre for Minority Issues , Flensburg, Germany ', 'https://www.tandfonline.com/author/Jasiewicz%2C+Joanna')]"
2,"[(' Ken Roberts ', ' School of Sociology and Social Policy , University of Liverpool , Liverpool, United Kingdom ', 'https://www.tandfonline.com/author/Roberts%2C+Ken'), (' Gary Pollock ', ' Sociology , Manchester Metropolitan University , Manchester, United Kingdom ', 'https://www.tandfonline.com/author/Pollock%2C+Gary')]"
1,"[(' Mikael Börjesson ', ' Uppsala University , Sweden ', 'https://www.tandfonline.com/author/B%C3%B6rjesson%2C+Mikael')]"
1,"[(' Frank Wehinger ', ' Max Planck Institute for the Study of Societies , Germany ', 'https://www.tandfonline.com/author/Wehinger%2C+Frank')]"
1,"[(' Göran Therborn ', '', 'https://www.tandfonline.com/author/Therborn%2C+G%C3%B6ran')]"
2,"[(' Steffen Mau ', ' Department of Sociology , University of Bremen , BIGSSS , Germany ', 'https://www.tandfonline.com/author/Mau%2C+Steffen'), (' Jan Mewes ', ' Department of Sociology , Umeå University , Sweden ', 'https://www.tandfonline.com/author/Mewes%2C+Jan')]"
2,"[(' Minna van Gerven ', ' Institute for Innovation and Governance, School of Management and Governance , University of Twente , Enschede , The Netherlands ', 'https://www.tandfonline.com/author/van+Gerven%2C+Minna'), (' Marinus Ossewaarde ', ' Institute for Innovation and Governance, School of Management and Governance , University of Twente , Enschede , The Netherlands ', 'https://www.tandfonline.com/author/Ossewaarde%2C+Marinus')]"
2,"[(' Nicolas Griesshaber ', ' Berlin Graduate School of Social Sciences , Berlin , Germany ', 'https://www.tandfonline.com/author/Griesshaber%2C+Nicolas'), (' Benny Geys ', ' Norwegian Business School (BI) , Oslo , Norway ', 'https://www.tandfonline.com/author/Geys%2C+Benny')]"
1,"[(' Wim Van Lancker ', ' Herman Deleeck Centre for Social Policy , University of Antwerp , Antwerp , Belgium ', 'https://www.tandfonline.com/author/van+Lancker%2C+Wim')]"
1,"[(' Ann Nilsen ', ' Department of Sociology , University of Bergen , Rosenbergs gt 39, 5015 , Bergen , Norway ', 'https://www.tandfonline.com/author/Nilsen%2C+Ann')]"
1,"[(' Tony Wood ', ' New Left Review , London , UK ', 'https://www.tandfonline.com/author/Wood%2C+Tony')]"
1,"[(' Thomas Hylland Eriksen ', ' University of Oslo , Norway ', 'https://www.tandfonline.com/author/Eriksen%2C+Thomas+Hylland')]"
0,[]
1,"[(' Göran Therborn ', ' University of Cambridge ', 'https://www.tandfonline.com/author/Therborn%2C+G%C3%B6ran')]"
2,"[(' Glynis Cousin ', ' University of Wolverhampton ', 'https://www.tandfonline.com/author/Cousin%2C+Glynis'), (' Robert Fine ', ' University of Warwick ', 'https://www.tandfonline.com/author/Fine%2C+Robert')]"
2,"[(' Dario Padovan ', ' Department of Culture, Politics and Society , University of Turin , Italy ', 'https://www.tandfonline.com/author/Padovan%2C+Dario'), (' Alfredo Alietti ', ' Department of Human Sciences , University of Ferrara , Italy ', 'https://www.tandfonline.com/author/Alietti%2C+Alfredo')]"
2,"[(' Alejandro Baer ', ' Ludwig Maximilians University ', 'https://www.tandfonline.com/author/Baer%2C+Alejandro'), (' Paula López ', '', 'https://www.tandfonline.com/author/L%C3%B3pez%2C+Paula')]"
1,"[(' Esther Webman ', ' Head of the Zeev Vered Desk for the Study of Tolerance and Intolerance in the Middle East , Tel Avi University ', 'https://www.tandfonline.com/author/Webman%2C+Esther')]"
1,"[(' Christine Achinger ', ' Department of German Studies , University of Warwick , Coventry , United Kingdom ', 'https://www.tandfonline.com/author/Achinger%2C+Christine')]"
1,"[(' Véronique Altglas ', "" Queen's University Belfast "", 'https://www.tandfonline.com/author/Altglas%2C+V%C3%A9ronique')]"
1,"[(' Philip Spencer ', ' Faculty of Arts and Social Sciences , Kingston University , London , England ', 'https://www.tandfonline.com/author/Spencer%2C+Philip')]"
1,"[(' Hans-Jörg Trenz ', ' Centre for Modern European Studies , University of Copenhagen , Denmark ', 'https://www.tandfonline.com/author/Trenz%2C+Hans-J%C3%B6rg')]"
1,"[(' Gunnar Olofsson ', ' Linnaeus University , Sweden ', 'https://www.tandfonline.com/author/Olofsson%2C+Gunnar')]"
1,"[(' Marek Kucia ', ' Jagiellonian University , Kraków , Poland ', 'https://www.tandfonline.com/author/Kucia%2C+Marek')]"
