number_volume,number_issue,number_article,type_1,type_2,name_book,keyword,author_number,author_info,page_start,page_end,page_number,date_receive,date_accept,date_online,views,Crossref,Web_of_Science
10,2,9,Article,IDEOSCAPES AND LIFEWORLDS IN EUROPE,LIFEWORLDS IN AN ENLARGED EUROPE,"['personal spatiality', 'lifeworld', 'transcultural communication', 'identity', 'EU enlargement']",1,"[(' Anu Masso ', ' Department of Journalism and Communication , University of Tartu , Ülikooli 18, 50090, Tartu, Estonia ', 'https://www.tandfonline.com/author/Masso%2C+Anu')]",303,325,23,,,28 Aug 2009,59,1,0
10,3,1,editorial,Editorial,EDITORIAL,[],1,"[('John Scott', ' University of Essex', 'https://www.tandfonline.com/author/Scott%2C+John')]",325,327,3,,,13 Aug 2008,16,0,0
10,3,2,Article,"Articles on Politics, Class, and Advantage",THE CHANGING SHAPE OF CLASS VOTING,"['class', 'class voting', 'party support', 'cleavage', 'middle class']",1,"[('Daniel Oesch', '<div class=""author-extra-info"" data-authorsinfo=\'{""id"" : ""ATN0001"", ""hasFull"" : ""true""}\' tabindex=""0"">View further author information', 'https://www.tandfonline.com/author/Oesch%2C+Daniel')]",329,355,27,,,13 Aug 2008,"3,855",52,9
10,3,3,Article,"Articles on Politics, Class, and Advantage",PARTY POLITICS IN PORTUGAL,"['mayors', 'members of parliament', 'independent candidacies', 'parties']",1,"[('Maria Antónia Pires de Almeida ', ' CIES, ISCTE , Lisbon, Portugal ', 'https://www.tandfonline.com/author/Ant%C3%B3nia+Pires+de+Almeida%2C+Maria')]",357,378,22,,,13 Aug 2008,164,1,0
10,3,4,Article,"Articles on Politics, Class, and Advantage",Income advantages of communist party members before and During the transformation process,"['income advantages', 'CP members', 'market transformation', 'Eastern Europe', 'matching']",4,"[('Mr Willem-Jan Verhoeven', ' Department of Law/Criminology, Erasmus University Rotterdam, P.O. Box 1738, Rotterdam, 3000, DR, The Netherlands', 'https://www.tandfonline.com/author/Verhoeven%2C+Willem-Jan'), ('Henk Flap', ' Department of Sociology/ICS, Utrecht University, Utrecht, The Netherlands', 'https://www.tandfonline.com/author/Flap%2C+Henk'), ('Jos Dessens', ' Department of Methodology and Statistics/ICS, Utrecht University, Utrecht, The Netherlands', 'https://www.tandfonline.com/author/Dessens%2C+Jos'), ('Wim Jansen', ' Department of Methodology and Statistics/ICS, Utrecht University, Utrecht, The Netherlands', 'https://www.tandfonline.com/author/Jansen%2C+Wim')]",379,402,24,,,13 Aug 2008,49,5,0
10,3,5,Article,"Articles on Politics, Class, and Advantage","<i>DISTINCTION</i> IN BRITAIN, 2001<i>–</i>2004?","['homology', 'habitus', 'social class', 'cultural consumption']",1,"[('Gindo Tampubolon', ' Centre for Research on Socio-Cultural Change, University of Manchester, 178 Waterloo Place, Oxford Road, Manchester, M13 9PL, UK', 'https://www.tandfonline.com/author/Tampubolon%2C+Gindo')]",403,428,26,,,13 Aug 2008,269,16,0
10,3,6,Article,Articles on Employment and Informal Support,LABOUR SEGMENTATION AND EMPLOYMENT DIVERSITY IN THE ICT SERVICE SECTOR IN PORTUGAL,"['Portugal', 'employment', 'gender', 'inequalities', 'call centres', 'ICT sector']",2,"[('Ilona Kovács', ' Department of Social Sciences, School of Economics and Management (ISEG), Technical University of Lisbon, Lisbon, Portugal; Research Centre in Economic Sociology and the Sociology of Organisations (SOCIUS), Lisbon, Portugal', 'https://www.tandfonline.com/author/Kov%C3%A1cs%2C+Ilona'), ('Sara Falcão Casaca', ' Department of Social Sciences, School of Economics and Management (ISEG), Technical University of Lisbon, Lisbon, Portugal; Research Centre in Economic Sociology and the Sociology of Organisations (SOCIUS), Lisbon, Portugal', 'https://www.tandfonline.com/author/Falc%C3%A3o+Casaca%2C+Sara')]",429,451,23,,,13 Aug 2008,162,1,0
10,3,7,Article,Articles on Employment and Informal Support,The influence of formal and informal support systems on the labour supply of divorced mothers,"['economic consequences of divorce', 'childcare', 'panel analysis', 'female employment']",4,"[('Peter Raeymaeckers', ' Department of Sociology, University of Antwerp, Sint-Jacobstraat 2, 2000, Antwerpen, Belgium', 'https://www.tandfonline.com/author/Raeymaeckers%2C+Peter'), ('Caroline Dewilde', ' Department of Sociology, University of Antwerp, Sint-Jacobstraat 2, 2000, Antwerpen, Belgium', 'https://www.tandfonline.com/author/Dewilde%2C+Caroline'), ('Laurent Snoeckx', ' Department of Sociology, University of Antwerp, Sint-Jacobstraat 2, 2000, Antwerpen, Belgium', 'https://www.tandfonline.com/author/Snoeckx%2C+Laurent'), ('Dimitri Mortelmans', ' Department of Sociology, University of Antwerp, Sint-Jacobstraat 2, 2000, Antwerpen, Belgium', 'https://www.tandfonline.com/author/Mortelmans%2C+Dimitri')]",453,477,25,,,13 Aug 2008,213,15,0
10,3,8,Article,Articles on Employment and Informal Support,A COMPARATIVE PERSPECTIVE ON INTERGENERATIONAL SUPPORT,"['intergenerational relations', 'support', 'family values']",2,"[('Matthijs Kalmijn', ' Tilburg University and Netspar , The Netherlands ', 'https://www.tandfonline.com/author/Kalmijn%2C+Matthijs'), ('Chiara Saraceno', ' University of Turin , Italy and WZB, Germany ', 'https://www.tandfonline.com/author/Saraceno%2C+Chiara')]",479,508,30,,,13 Aug 2008,"1,742",116,3
10,3,9,book review,Book Reviews,BOOK REVIEW,[],0,[],509,511,3,,,13 Aug 2008,26,0,0
10,3,10,book review,Book Reviews,BOOK REVIEW,[],0,[],513,514,2,,,13 Aug 2008, 20,0,0
10,3,11,book review,Book Reviews,BOOK REVIEW,[],0,[],515,516,2,,,13 Aug 2008,17,0,0
10,3,12,book review,Book Reviews,BOOK REVIEW,[],0,[],517,519,3,,,13 Aug 2008, 11,0,0
10,3,13,book review,Book Reviews,BOOK REVIEW,[],0,[],521,523,3,,,13 Aug 2008, 13,0,0
10,4,1,Article,Original Articles,INTRODUCTION: PROFESSIONAL WORK IN EUROPE,[],1,"[(' Julia Evetts ', ' University of Nottingham , UK ', 'https://www.tandfonline.com/author/Evetts%2C+Julia')]",525,544,20,,,27 Sep 2008,454,19,0
10,4,2,Article,Original Articles,THE EUROPEAN LEARNED PROFESSIONS AND THE EU HIGHER EDUCATION PROJECT,"['EU higher education policy', 'EU expert governance', 'EU-oriented professionalism', 'EU cultural capital', 'EU science- and policy project']",1,"[(' Vittorio Olgiati ', ' University of Urbino , Urbino, Italy ', 'https://www.tandfonline.com/author/Olgiati%2C+Vittorio')]",545,565,21,,,27 Sep 2008,153,7,0
10,4,3,Article,Original Articles,EUROPEAN REGULATION OF PROFESSIONAL EDUCATION,"['EU', 'regulations', 'professions', 'architects', 'psychologists']",2,"[(' Thomas Le Bianic ', ' Université Paris-Dauphine , Paris, France ', 'https://www.tandfonline.com/author/le+Bianic%2C+Thomas'), (' Lennart G. Svensson ', ' Goteborg University , Goteborg, Sweden ', 'https://www.tandfonline.com/author/Svensson%2C+Lennart+G')]",567,595,29,,,26 Sep 2008,160,10,0
10,4,4,Article,Original Articles,OCCUPATIONAL LICENSING VERSUS COMPANY-LED TRAINING,"['equivalence of certificates', 'education systems', 'labour relations', 'trade unions', 'air transport']",1,"[(' Dr Joachim Haas ', ' CEREQ/LIRHE , Université Toulouse 1 , Toulouse, France ', 'https://www.tandfonline.com/author/Haas%2C+Joachim')]",597,617,21,,,26 Sep 2008,147,3,0
10,4,5,Article,Original Articles,THE ‘HEALTHCARE STATE’ IN TRANSITION,"['healthcare', 'governance', 'medical profession', 'European convergence']",2,"[(' Ellen Kuhlmann ', ' Department of Social and Policy Sciences , University of Bath , Bath, UK ', 'https://www.tandfonline.com/author/Kuhlmann%2C+Ellen'), (' Viola Burau ', ' Department of Political Science , University of Aarhus , Aarhus, Denmark ', 'https://www.tandfonline.com/author/Burau%2C+Viola')]",619,633,15,,,26 Sep 2008,388,23,0
10,4,6,Article,Original Articles,PUBLIC GOOD OR FREE MARKET?,"['cultural professions', 'copyright law', 'EU-Directive', 'knowledge-society', 'work regulation']",1,"[(' Dr Christiane Schnell ', ' University of Bremen , Bremen, Germany ', 'https://www.tandfonline.com/author/Schnell%2C+Christiane')]",635,652,18,,,27 Sep 2008,157,1,0
10,4,7,Article,Original Articles,THE ‘REFLECTIVE CAPACITY’ OF PROFESSIONS CONFRONTED BY INTERNATIONAL COMPETITION,"['professional markets', 'European and state regulations', 'policy networks', 'professional representation', 'trade-unions', 'collective action', 'architects']",1,"[(' Florent Champy ', ' IMM – Centre de Sociologie du Travail et des Arts, Ecole des Hautes Etudes en Sciences Sociales , Paris, France ', 'https://www.tandfonline.com/author/Champy%2C+Florent')]",653,672,20,,,27 Sep 2008,83,3,0
10,4,8,Article,Original Articles,PROFESSIONALS OF POLICIES FOR FIGHTING UNEMPLOYMENT IN FRANCE,"['support of job seekers in France', 'accompaniment', 'the unemployed', 'advisers', 'professionalism', 'French unemployment policies', 'European Employment Strategy']",1,"[(' Dr Sophie Divay ', ' Université Paris 1 Panthéon-Sorbonne, CNRS , Paris, France ', 'https://www.tandfonline.com/author/Divay%2C+Sophie')]",673,686,14,,,27 Sep 2008,93,3,0
10,5,1,editorial,Editorials,EDITORIAL,[],1,"[(' John Scott ', ' University of Plymouth , ', 'https://www.tandfonline.com/author/Scott%2C+John')]",687,688,2,,,24 Dec 2008,10,0,0
10,5,2,Article,Employment and Unemployment,NORMALIZING ACTIVE EMPLOYMENT POLICIES IN THE EUROPEAN UNION,"['activation', 'normalization', 'Europeanization', 'convergence', 'methodology']",1,"[(' Mr Peter Triantafillou ', ' Department of Society and Globalisation , Roskilde University , Roskilde, Denmark ', 'https://www.tandfonline.com/author/Triantafillou%2C+Peter')]",689,710,22,03 Apr 2007,,24 Dec 2008,112,3,0
10,5,3,Article,Employment and Unemployment,FIRST-TIME JOBSEEKERS VERSUS UNEMPLOYED WITH PREVIOUS WORK EXPERIENCE,"['youth and adult unemployment', 'long-term unemployment', 'duration dependence', 'institutional embeddedness', 'labour market regulation', 'educational signalling']",1,"[(' Dr Ilaria Covizzi ', ' Institut für Soziologie, Universität Basel , Petersgraben 27, 4051, Basel, Switzerland ', 'https://www.tandfonline.com/author/Covizzi%2C+Ilaria')]",711,735,25,03 Apr 2007,,24 Dec 2008,147,0,3
10,5,4,Article,Employment and Unemployment,UNIVERSAL DISADVANTAGE?,"['economic well-being', 'part-time work', 'Europe', 'work-life balance']",1,"[(' Dr Tracey Warren ', ' Sociology and Social Policy , University of Nottingham , University Park, Nottingham, NG7 2RD, UK ', 'https://www.tandfonline.com/author/Warren%2C+Tracey')]",737,762,26,,,24 Dec 2008,144,8,0
10,5,5,Article,Social Policy and Social Insurance,EXPLAINING DUTCH FERTILITY RATES IN A COMPARATIVE EUROPEAN PERSPECTIVE,"['fertility rates', 'family policy', 'economy', 'culture', 'cross-national comparison', 'The Netherlands']",2,"[(' Ms Arieke J. Rijken ', ' Interdisciplinary Social Science , Utrecht University , Heidelberglaan 2, 3584 CS, Utrecht, The Netherlands ', 'https://www.tandfonline.com/author/Rijken%2C+Arieke+J'), (' Trudie Knijn ', ' Interdisciplinary Social Science , Utrecht University , Heidelberglaan 2, 3584 CS, Utrecht, The Netherlands ', 'https://www.tandfonline.com/author/Knijn%2C+Trudie')]",763,786,24,,,24 Dec 2008,161,2,0
10,5,6,Article,Social Policy and Social Insurance,TOWARDS A EUROPEAN SOCIAL MODEL?,"['social insurance', 'European Union', 'European social model', 'convergence']",3,"[(' Ingalill Montanari ', ' Swedish Institute for Social Research , Stockholm University , S-106 91, Stockholm, Sweden ', 'https://www.tandfonline.com/author/Montanari%2C+Ingalill'), (' Kenneth Nelson ', ' Swedish Institute for Social Research , Stockholm University , S-106 91, Stockholm, Sweden ', 'https://www.tandfonline.com/author/Nelson%2C+Kenneth'), (' Joakim Palme ', ' Swedish Institute for Social Research and Institute for Futures Studies , Box 591, S-101 31, Stockholm, Sweden ', 'https://www.tandfonline.com/author/Palme%2C+Joakim')]",787,810,24,03 Apr 2007,,24 Dec 2008,377,18,0
10,5,7,Article,European Political Processes,SURVEILLANCE IN GERMANY AFTER 9/11,"['surveillance', '9/11', 'immigrants', 'Germany']",1,"[(' Çagatay Topal ', ' Department of Sociology , Middle East Technical University , Ankara, Turkey ', 'https://www.tandfonline.com/author/Topal%2C+%C3%87agatay')]",809,832,24,03 Apr 2007,,24 Dec 2008,350,1,0
10,5,8,Article,European Political Processes,THE DIVERSITY OF ENVIRONMENTAL JUSTICE,"['environmental justice', 'theory', 'inequality', 'sociology', 'robust strategies']",3,"[(' Dr Horst-Dietrich Elvers ', ' Department of Sociology , Technical University of Dresden , 01062, Dresden, Germany ', 'https://www.tandfonline.com/author/Elvers%2C+Horst-Dietrich'), (' Matthias Gross ', ' Department of Urban and Environmental Sociology , Helmholtz Centre for Environmental Research – UFZ , 04318, Leipzig, Germany ', 'https://www.tandfonline.com/author/Gross%2C+Matthias'), (' Harald Heinrichs ', ' Institute for Environmental and Sustainability Communication , Leuphana University , 21335, Lüneburg, Germany ', 'https://www.tandfonline.com/author/Heinrichs%2C+Harald')]",835,856,22,,,24 Dec 2008,732,20,0
10,5,9,book review,BOOK REVIEWS,BOOK REVIEWS,[],4,"[(' Kerman Calvo ', '', 'https://www.tandfonline.com/author/Calvo%2C+Kerman'), (' Dr Isabelle Rigoni ', '', 'https://www.tandfonline.com/author/Rigoni%2C+Isabelle'), (' Paul Teague ', '', 'https://www.tandfonline.com/author/Teague%2C+Paul'), (' Martijn van Velzen ', '', 'https://www.tandfonline.com/author/van+Velzen%2C+Martijn')]",855,863,9,,,24 Dec 2008,16,0,0
10,5,10,,Miscellany,Erratum,[],0,[],867,867,1,,,24 Dec 2008,132,0,0
11,1,1,editorial,Editorials,EDITORIAL,[],1,"[(' John Scott ', ' University of Plymouth ', 'https://www.tandfonline.com/author/Scott%2C+John')]",1,2,2,,,21 Jan 2009,14,0,0
11,1,2,Article,Articles on Cosmopolitanism,COSMOPOLITAN EUROPE,"['cosmopolitanism', 'cosmopolitanization', 'Europe', 'identity', 'Eurobarometer survey', 'multiple discriminant analysis']",1,"[(' Dr Florian Pichler ', ' Department of Sociology , University of Surrey , Guildford, UK ', 'https://www.tandfonline.com/author/Pichler%2C+Florian')]",3,24,22,11 Dec 2007,,21 Jan 2009,"1,034",19,6
11,1,3,Article,Articles on Cosmopolitanism,"MORE COSMOPOLITAN, NO LESS LOCAL","['work-related travel', 'cosmopolitanism', 'localism', 'orientations', 'belonging', 'Sweden']",1,"[(' Dr Per Gustafson ', ' Institute for Housing and Urban Research , Uppsala University , Box 785, SE-80129, Gävle, Sweden ', 'https://www.tandfonline.com/author/Gustafson%2C+Per')]",25,47,23,,,21 Jan 2009,783,62,0
11,1,4,Article,Articles on Business and Employment,ANALYZING INTER-ORGANIZATIONAL RELATIONSHIPS IN THE CONTEXT OF THEIR NATIONAL BUSINESS SYSTEMS,"['national business systems', 'inter-organizational relationships', 'comparative research', 'institutional framework', 'trust', 'power']",2,"[(' Reinhard Bachmann ', ' University of Surrey , UK ', 'https://www.tandfonline.com/author/Bachmann%2C+Reinhard'), (' Arjen van Witteloostuijn ', ' University of Antwerp , Belgium ; University of Durham , UK ; Utrecht University , The Netherlands ', 'https://www.tandfonline.com/author/van+Witteloostuijn%2C+Arjen')]",49,76,28,,,21 Jan 2009,287,9,0
11,1,5,Article,Articles on Business and Employment,BEYOND HIERARCHICAL REPRESENTATIONS OF THE FORMAL/INFORMAL EMPLOYMENT DUALISM,"['informal economy', 'economic development', 'active citizenship', 'social cohesion', 'Ukraine']",2,"[(' Colin C. Williams ', ' School of Management , University of Sheffield , 9 Mappin Street, Sheffield, S1 9DT, UK ', 'https://www.tandfonline.com/author/Williams%2C+Colin+C'), (' John Round ', ' School of Management , University of Sheffield , 9 Mappin Street, Sheffield, S1 9DT, UK ', 'https://www.tandfonline.com/author/Round%2C+John')]",77,101,25,,,21 Jan 2009,163,5,1
11,1,6,Article,Articles on Business and Employment,LIFE STAGES AND TRANSFORMATIONS OF THE LABOR MARKET,"['labor market', 'life cycle', 'Central Europe', 'post-communism', 'earnings']",1,"[(' Mrs Marie Plessz ', ' Sciences Po/CNRS, Observatoire Sociologique du Changement , 27 Rue Saint Guillaume, Paris, 75037, France ', 'https://www.tandfonline.com/author/Plessz%2C+Marie')]",103,136,34,11 Dec 2007,,21 Jan 2009,70,1,0
11,1,7,Article,Articles on Demography and its Consequences,EFFECTS OF DIVORCE ON CHILDREN'S EDUCATIONAL ATTAINMENT IN A MEDITERRANEAN AND CATHOLIC SOCIETY,"['divorce', 'Italy', 'intergenerational effects']",2,"[(' Marco Albertini ', ' Juan March Institute , Madrid, Spain ', 'https://www.tandfonline.com/author/Albertini%2C+Marco'), (' Jaap Dronkers ', ' European University Institute , Florence, Italy ', 'https://www.tandfonline.com/author/Dronkers%2C+Jaap')]",137,159,23,,,21 Jan 2009,"1,162",21,3
11,1,8,Article,Articles on Demography and its Consequences,"CONCENTRATION OF WORKING-AGE MALE MORTALITY AMONG MANUAL WORKERS IN URBAN LATVIA AND RUSSIA, 1970–1989","['mortality', 'Russia', 'Latvia', 'Soviet Union', 'social differences', 'health crisis']",5,"[(' Evgueni Andreev ', ' Max Planck Institute for Demographic Research , Rostock, Germany ', 'https://www.tandfonline.com/author/Andreev%2C+Evgueni'), (' Dr Rasmus Hoffmann ', ' European University Institute , Via delle Fontanelle 10, San Domenico di Fiesole, 50014, Italy ', 'https://www.tandfonline.com/author/Hoffmann%2C+Rasmus'), (' Elwood Carlson ', ' Center for Demography and Population Health , Florida State University , Tallahassee, FL, USA ', 'https://www.tandfonline.com/author/Carlson%2C+Elwood'), (' Vladimir Shkolnikov ', ' Max Planck Institute for Demographic Research , Rostock, Germany ', 'https://www.tandfonline.com/author/Shkolnikov%2C+Vladimir'), (' Tatiana L. Kharkova ', ' Institute of Demography, State University, Higher School of Economics , Moscow, Russian Federation ', 'https://www.tandfonline.com/author/Kharkova%2C+Tatiana+L')]",161,185,25,,,21 Jan 2009,69,11,0
11,2,1,Article,Editorial,EDITORIAL,[],1,"[(' John Scott ', ' University of Plymouth , ', 'https://www.tandfonline.com/author/Scott%2C+John')]",187,188,2,,,30 Apr 2009,12,0,0
11,2,2,Article,Papers on Welfare and Politics,THE WELFARE STATE AND SOCIAL CAPITAL INEQUALITY,"['social capital', 'inequality', 'welfare state', 'Europe']",2,"[(' Wim van Oorschot ', ' Department of Sociology , Tilburg University , PO Box 90153, 5000, LE, Tilburg, The Netherlands ', 'https://www.tandfonline.com/author/van+Oorschot%2C+Wim'), (' Ellen Finsveen ', ' Department of Sociology , Tilburg University , PO Box 90153, 5000, LE, Tilburg, The Netherlands ', 'https://www.tandfonline.com/author/Finsveen%2C+Ellen')]",189,210,22,,,30 Apr 2009,665,27,0
11,2,3,Article,Papers on Welfare and Politics,WHO WANTS WHAT FROM THE WELFARE STATE?,"['welfare states', 'social policy preferences', 'generational cleavage', 'class cleavage', 'Switzerland']",2,"[(' Giuliano Bonoli ', ' Idheap, Politique sociale , Rte de la Maladière 21, Chavannes-près-Renens, 1022, Switzerland ', 'https://www.tandfonline.com/author/Bonoli%2C+Giuliano'), (' Silja Häusermann ', ' Political Science , University of Zurich , Seilergraben 53, Zurich, 8001, Switzerland ', 'https://www.tandfonline.com/author/H%C3%A4usermann%2C+Silja')]",211,232,22,,,30 Apr 2009,649,31,0
11,2,4,Article,Papers on Welfare and Politics,STATES AS MOLDERS OF INFORMAL RELATIONS?,"['social networks', 'welfare state', 'new institutionalism', 'ISSP', 'family', 'friends']",3,"[(' Dr Thomas van der Meer ', ' Department of Research Methods , Radboud University Nijmegen , NISCR, Thomas van Aquinostraat 4, Nijmegen, 6500, HE, The Netherlands ', 'https://www.tandfonline.com/author/van+der+Meer%2C+Thomas'), (' Peer Scheepers ', ' Department of Research Methods , Radboud University Nijmegen , NISCR, Thomas van Aquinostraat 4, Nijmegen, 6500, HE, The Netherlands ', 'https://www.tandfonline.com/author/Scheepers%2C+Peer'), (' Manfred te Grotenhuis ', ' Department of Research Methods , Radboud University Nijmegen , NISCR, Thomas van Aquinostraat 4, Nijmegen, 6500, HE, The Netherlands ', 'https://www.tandfonline.com/author/te+Grotenhuis%2C+Manfred')]",233,255,23,,,30 Apr 2009,207,16,3
11,2,5,Article,Other papers,"ADULT LEARNING ACTIVITIES, SOCIAL NETWORKS AND DIFFERENT NEIGHBOURHOODS","['adults', 'social networks', 'learning habits']",2,"[(' Dr Sabina Jelenc Krašovec ', ' Faculty of Arts , University of Ljubljana , Ljubljana, Slovenia ', 'https://www.tandfonline.com/author/Kra%C5%A1ovec%2C+Sabina+Jelenc'), (' Sonja Kump ', ' Faculty of Arts , University of Ljubljana , Ljubljana, Slovenia ', 'https://www.tandfonline.com/author/Kump%2C+Sonja')]",257,282,26,,,30 Apr 2009,147,8,0
11,2,6,Article,Other papers,THE ‘EUROPEANISATION’ OF REFERENCE GROUPS,"['reference groups', 'income poverty', 'material deprivation', 'economic stress']",2,"[(' Professor Christopher T. Whelan ', "" ESRI, Social Policy Research , Whitaker Square, Sir John Rogerson's Quay , Dublin 2, Ireland "", 'https://www.tandfonline.com/author/Whelan%2C+Christopher+T'), (' Bertrand Maître ', "" ESRI, Social Policy Research , Whitaker Square, Sir John Rogerson's Quay , Dublin 2, Ireland "", 'https://www.tandfonline.com/author/Ma%C3%AEtre%2C+Bertrand')]",283,309,27,,,30 Apr 2009,155,11,0
11,2,7,book review,Book Review,Book Review,[],1,"[(' Libby Bishop ', ' Timescapes , Unviersity of Leeds , ; UK Data Archive , Unviersity of Essex , ', 'https://www.tandfonline.com/author/Bishop%2C+Libby')]",311,313,3,,,30 Apr 2009,24,0,0
11,3,1,Article,Original Articles,AT A CROSSROADS,[],2,"[(' Dr Anna Bagnoli ', ' Department of Sociology , University of Cambridge , Cambridge, UK ', 'https://www.tandfonline.com/author/Bagnoli%2C+Anna'), (' Kaisa Ketokivi ', ' Department of Sociology , University of Helsinki , Helsinki, Finland ', 'https://www.tandfonline.com/author/Ketokivi%2C+Kaisa')]",315,324,10,,,19 Jun 2009,264,9,0
11,3,2,Article,Original Articles,ON ‘AN INTROSPECTIVE JOURNEY’,"['young people', 'identities', 'travel', 'gender']",1,"[(' Dr Anna Bagnoli ', ' Department of Sociology , University of Cambridge , Cambridge, UK ', 'https://www.tandfonline.com/author/Bagnoli%2C+Anna')]",325,345,21,,,19 Jun 2009,"1,495",30,0
11,3,3,Article,Original Articles,NARRATIVES OF SELF AND RELATEDNESS IN ECO-COMMUNES,"['resistance', 'communal living', 'family', 'gender', 'subjectivation', 'environmentalism']",3,"[(' Kirsi Eräranta ', ' Department of Sociology , University of Helsinki , Helsinki, Finland ', 'https://www.tandfonline.com/author/Er%C3%A4ranta%2C+Kirsi'), (' Johanna Moisander ', ' Department of Marketing and Management , Helsinki School of Economics , Helsinki, Finland ', 'https://www.tandfonline.com/author/Moisander%2C+Johanna'), (' Sinikka Pesonen ', ' Department of Marketing and Management , Helsinki School of Economics , Helsinki, Finland ', 'https://www.tandfonline.com/author/Pesonen%2C+Sinikka')]",347,367,21,,,19 Jun 2009,308,10,0
11,3,4,Article,Original Articles,"WHO CHOOSES THE WEDDING GUESTS, THE COUPLE OR THE FAMILY?","['wedding', 'wedding guests', 'family relations', 'relationality']",2,"[(' Anna-Maija Castrén ', ' Department of Sociology , University of Helsinki , Helsinki, Finland ', 'https://www.tandfonline.com/author/Castr%C3%A9n%2C+Anna-Maija'), (' Florence Maillochon ', ' Centre Maurice Halbwachs , École Normale Supérieure , Paris, France ', 'https://www.tandfonline.com/author/Maillochon%2C+Florence')]",369,389,21,,,19 Jun 2009,331,6,0
11,3,5,Article,Original Articles,SHARING THE SAME FATE,"['peer support', 'social bond', 'self', 'fate', 'suffering', 'other']",1,"[(' Kaisa Ketokivi ', ' Department of Sociology , University of Helsinki , Helsinki, Finland ', 'https://www.tandfonline.com/author/Ketokivi%2C+Kaisa')]",391,410,20,,,19 Jun 2009,294,10,0
11,3,6,Article,Original Articles,HAUNTING IN AN AGE OF INDIVIDUALIZATION,"['haunting', 'individualization', 'subjectivity', 'relationality', 'psycho-social studies', 'psychoanalysis', 'racialized belonging', 'masculinity']",1,"[(' Sasha Roseneil ', ' Birkbeck Institute for Social Research , University of London , London, UK ', 'https://www.tandfonline.com/author/Roseneil%2C+Sasha')]",411,430,20,,,19 Jun 2009,492,25,0
11,3,7,Article,Original Articles,REFLEXIVE SELF-TALK AND SITUATED FREEDOM IN THE CONTEXT OF SOCIABILITY,"['reflexivity', 'sociability', 'drinking habits', 'young adults', 'diaries']",2,"[(' Jukka Törrönen ', ' SoRad, Centre for Social Research Alcohol and Drugs , Stockholm University , Stockholm, Sweden ', 'https://www.tandfonline.com/author/T%C3%B6rr%C3%B6nen%2C+Jukka'), (' Antti Maunu ', ' Finnish Foundation for Alcohol Studies , Helsinki, Finland ', 'https://www.tandfonline.com/author/Maunu%2C+Antti')]",431,450,20,,,19 Jun 2009,100,2,0
11,3,8,Article,Original Articles,GAINING PERSPECTIVE ON CHOICE AND FATE,"['youth', 'qualitative longitudinal', 'biographical', 'critical moments']",2,"[(' Janet Holland ', ' Faculty of Arts and Human Sciences , London South Bank University , London, UK ', 'https://www.tandfonline.com/author/Holland%2C+Janet'), (' Rachel Thomson ', ' School of Health and Social Welfare , The Open University , Milton Keynes, UK ', 'https://www.tandfonline.com/author/Thomson%2C+Rachel')]",451,469,19,,,19 Jun 2009,"1,336",51,1
11,4,1,editorial,Editorials,EDITORIAL,[],1,"[(' John Scott ', ' University of Plymouth , ', 'https://www.tandfonline.com/author/Scott%2C+John')]",471,472,2,,,25 Sep 2009,14,0,0
11,4,2,Article,"Risk, Trust and Policy",EU FOOD SAFETY POLICY,"['food safety', 'food policy', 'governance', 'EU', 'comparative analysis']",2,"[(' Professor Lotte Holm M.Sc. Ph.D. ', ' Human Nutrition , Copenhagen University , Rolighedsvej 30, DK-1958, Frederiksberg C, Denmark ', 'https://www.tandfonline.com/author/Holm%2C+Lotte'), (' Bente Halkier ', ' Communication, Business and Information Technologies , Roskilde University , Box 260, DK-4000, Roskilde, Denmark ', 'https://www.tandfonline.com/author/Halkier%2C+Bente')]",473,493,21,,,25 Sep 2009,506,7,0
11,4,3,Article,"Risk, Trust and Policy",THE CASE OF AVIAN INFLUENZA IN TURKEY,"['bird flu', 'risk', 'attitudes and behaviors', 'Turkey']",3,"[(' Aytül Kasapoglu ', ' Ankara University, Department of Sociology , Ankara, Turkey ', 'https://www.tandfonline.com/author/Kasapoglu%2C+Ayt%C3%BCl'), (' Yonca Odabas ', ' Ankara University, Department of Sociology , Ankara, Turkey ', 'https://www.tandfonline.com/author/Odabas%2C+Yonca'), (' Nilay Kaya ', ' Ankara University, Department of Sociology , Ankara, Turkey ', 'https://www.tandfonline.com/author/Kaya%2C+Nilay')]",495,510,16,,,25 Sep 2009,78,2,0
11,4,4,Article,"Risk, Trust and Policy",THE INFLUENCE OF SOCIAL CAPITAL ON WILLINGNESS TO PAY FOR THE ENVIRONMENT AMONG EUROPEAN CITIZENS,"['social capital', 'willingness to pay (WTP)', 'environmental attitudes', 'national differences']",3,"[(' Dr. Nikoleta Jones ', ' Department of the Environment , University of the Aegean , University Hill 81100, Mytilene, Greece ', 'https://www.tandfonline.com/author/Jones%2C+Nikoleta'), (' Chrisovaladis Malesios ', ' Department of Statistics , Athens University of Economics and Business , 76 Patission str., Athens, 10434, Greece ', 'https://www.tandfonline.com/author/Malesios%2C+Chrisovaladis'), (' Iosif Botetzagias ', ' Department of the Environment , University of the Aegean , University Hill 81100, Mytilene, Greece ', 'https://www.tandfonline.com/author/Botetzagias%2C+Iosif')]",511,530,20,,,25 Sep 2009,680,39,3
