number_volume,number_issue,number_article,type,page_start,page_end,date_receive,date_accept,date_online,keyword,name_book,author_number,author_info,views,Crossref,Web_of_Science
10,2,2,editorial,145,151,,,28 Aug 2009,[],EDITORS’ INTRODUCTION,3,"[(' Alan Scott ', '<span class=""corr-sec"">', 'https://www.tandfonline.com/author/Scott%2C+Alan'), (' Cristiano Bee ', '<span class=""corr-sec"">', 'https://www.tandfonline.com/author/Bee%2C+Cristiano'), (' Riccardo Scartezzini ', '<span class=""corr-sec"">', 'https://www.tandfonline.com/author/Scartezzini%2C+Riccardo')]",39,0,0
10,2,3,Article,153,176,,,28 Aug 2009,"['Europe', 'European Union', 'identity', 'ethnicity', 'models of Europe', 'meanings of Europe']",THE AMBIGUITY OF EUROPE:,1,"[(' Richard Jenkins ', ' Department of Sociological Studies , University of Sheffield , Sheffield, UK ', 'https://www.tandfonline.com/author/Jenkins%2C+Richard')]","1,425",14,0
10,2,4,Article,177,195,,,28 Aug 2009,"['EU enlargement', 'orientalism', 'cultural essentialism', 'transnationality', 'Turkey', 'Austria']",EUROPE'S OTHER,1,"[(' Sabine Strasser ', ' Middle East Technical University , Ankara, Turkey ', 'https://www.tandfonline.com/author/Strasser%2C+Sabine')]",481,8,0
10,2,5,Article,197,224,,,28 Aug 2009,"['migration', 'intra-EU mobility', 'European integration']",CROSS-STATE MOBILITY IN THE EU,1,"[(' Ettore Recchi ', ' University of Florence , Florence, Italy ', 'https://www.tandfonline.com/author/Recchi%2C+Ettore')]","1,066",49,3
10,2,6,Article,225,245,,,28 Aug 2009,"['cultural policy', 'European city of culture', 'Europeanization', 'identity', 'territoriality']",EUROPEAN CULTURAL SPACE IN THE EUROPEAN CITIES OF CULTURE,1,"[(' Monica Sassatelli ', ' University of Ferrara , Ferrara, Italy ', 'https://www.tandfonline.com/author/Sassatelli%2C+Monica')]","1,283",19,0
10,2,7,Article,247,273,,,28 Aug 2009,"['subsidiarity', 'social policy', 'Europe', 'state spaces']","THE SUBSIDIARIZATION OF SOCIAL POLICIES: ACTORS, PROCESSES AND IMPACTS",1,"[(' Yuri Kazepov ', ' University of Urbino , Urbino, Italy ', 'https://www.tandfonline.com/author/Kazepov%2C+Yuri')]",384,52,0
10,2,8,Article,275,301,,,28 Aug 2009,"['nation', 'class', 'mass media', 'EU Constitution', 'welfare state', 'neoliberalism', 'federalism', 'democratic deficit']",MAPPING EUROPEAN IDEOSCAPES,4,"[(' Sabina Mihelj ', ' Department of Social Sciences , Loughborough University , Loughborough, LE11 3TU, UK ', 'https://www.tandfonline.com/author/Mihelj%2C+Sabina'), (' Thomas Koenig ', ' Department of Social Sciences , Loughborough University , Loughborough, LE11 3TU, UK ', 'https://www.tandfonline.com/author/Koenig%2C+Thomas'), (' John Downey ', ' Department of Social Sciences , Loughborough University , Loughborough, LE11 3TU, UK ', 'https://www.tandfonline.com/author/Downey%2C+John'), (' Václav Štetka ', ' Department of Social Sciences , Loughborough University , Loughborough, LE11 3TU, UK ', 'https://www.tandfonline.com/author/%C5%A0tetka%2C+V%C3%A1clav')]",212,4,0
10,2,9,Article,303,325,,,28 Aug 2009,"['personal spatiality', 'lifeworld', 'transcultural communication', 'identity', 'EU enlargement']",LIFEWORLDS IN AN ENLARGED EUROPE,1,"[(' Anu Masso ', ' Department of Journalism and Communication , University of Tartu , Ülikooli 18, 50090, Tartu, Estonia ', 'https://www.tandfonline.com/author/Masso%2C+Anu')]",59,1,0
10,3,1,editorial,325,327,,,13 Aug 2008,[],EDITORIAL,1,"[('John Scott', ' University of Essex', 'https://www.tandfonline.com/author/Scott%2C+John')]",16,0,0
10,3,2,Article,329,355,,,13 Aug 2008,"['class', 'class voting', 'party support', 'cleavage', 'middle class']",THE CHANGING SHAPE OF CLASS VOTING,1,"[('Daniel Oesch', '<div class=""author-extra-info"" data-authorsinfo=\'{""id"" : ""ATN0001"", ""hasFull"" : ""true""}\' tabindex=""0"">View further author information', 'https://www.tandfonline.com/author/Oesch%2C+Daniel')]","3,816",51,9
10,3,3,Article,357,378,,,13 Aug 2008,"['mayors', 'members of parliament', 'independent candidacies', 'parties']",PARTY POLITICS IN PORTUGAL,1,"[('Maria Antónia Pires de Almeida ', ' CIES, ISCTE , Lisbon, Portugal ', 'https://www.tandfonline.com/author/Ant%C3%B3nia+Pires+de+Almeida%2C+Maria')]",164,1,0
10,3,4,Article,379,402,,,13 Aug 2008,"['income advantages', 'CP members', 'market transformation', 'Eastern Europe', 'matching']",Income advantages of communist party members before and During the transformation process,4,"[('Mr Willem-Jan Verhoeven', ' Department of Law/Criminology, Erasmus University Rotterdam, P.O. Box 1738, Rotterdam, 3000, DR, The Netherlands', 'https://www.tandfonline.com/author/Verhoeven%2C+Willem-Jan'), ('Henk Flap', ' Department of Sociology/ICS, Utrecht University, Utrecht, The Netherlands', 'https://www.tandfonline.com/author/Flap%2C+Henk'), ('Jos Dessens', ' Department of Methodology and Statistics/ICS, Utrecht University, Utrecht, The Netherlands', 'https://www.tandfonline.com/author/Dessens%2C+Jos'), ('Wim Jansen', ' Department of Methodology and Statistics/ICS, Utrecht University, Utrecht, The Netherlands', 'https://www.tandfonline.com/author/Jansen%2C+Wim')]",49,5,0
10,3,5,Article,403,428,,,13 Aug 2008,"['homology', 'habitus', 'social class', 'cultural consumption']","<i>DISTINCTION</i> IN BRITAIN, 2001<i>–</i>2004?",1,"[('Gindo Tampubolon', ' Centre for Research on Socio-Cultural Change, University of Manchester, 178 Waterloo Place, Oxford Road, Manchester, M13 9PL, UK', 'https://www.tandfonline.com/author/Tampubolon%2C+Gindo')]",266,16,0
10,3,6,Article,429,451,,,13 Aug 2008,"['Portugal', 'employment', 'gender', 'inequalities', 'call centres', 'ICT sector']",LABOUR SEGMENTATION AND EMPLOYMENT DIVERSITY IN THE ICT SERVICE SECTOR IN PORTUGAL,2,"[('Ilona Kovács', ' Department of Social Sciences, School of Economics and Management (ISEG), Technical University of Lisbon, Lisbon, Portugal; Research Centre in Economic Sociology and the Sociology of Organisations (SOCIUS), Lisbon, Portugal', 'https://www.tandfonline.com/author/Kov%C3%A1cs%2C+Ilona'), ('Sara Falcão Casaca', ' Department of Social Sciences, School of Economics and Management (ISEG), Technical University of Lisbon, Lisbon, Portugal; Research Centre in Economic Sociology and the Sociology of Organisations (SOCIUS), Lisbon, Portugal', 'https://www.tandfonline.com/author/Falc%C3%A3o+Casaca%2C+Sara')]",161,1,0
10,3,7,Article,453,477,,,13 Aug 2008,"['economic consequences of divorce', 'childcare', 'panel analysis', 'female employment']",The influence of formal and informal support systems on the labour supply of divorced mothers,4,"[('Peter Raeymaeckers', ' Department of Sociology, University of Antwerp, Sint-Jacobstraat 2, 2000, Antwerpen, Belgium', 'https://www.tandfonline.com/author/Raeymaeckers%2C+Peter'), ('Caroline Dewilde', ' Department of Sociology, University of Antwerp, Sint-Jacobstraat 2, 2000, Antwerpen, Belgium', 'https://www.tandfonline.com/author/Dewilde%2C+Caroline'), ('Laurent Snoeckx', ' Department of Sociology, University of Antwerp, Sint-Jacobstraat 2, 2000, Antwerpen, Belgium', 'https://www.tandfonline.com/author/Snoeckx%2C+Laurent'), ('Dimitri Mortelmans', ' Department of Sociology, University of Antwerp, Sint-Jacobstraat 2, 2000, Antwerpen, Belgium', 'https://www.tandfonline.com/author/Mortelmans%2C+Dimitri')]",210,15,0
10,3,8,Article,479,508,,,13 Aug 2008,"['intergenerational relations', 'support', 'family values']",A COMPARATIVE PERSPECTIVE ON INTERGENERATIONAL SUPPORT,2,"[('Matthijs Kalmijn', ' Tilburg University and Netspar , The Netherlands ', 'https://www.tandfonline.com/author/Kalmijn%2C+Matthijs'), ('Chiara Saraceno', ' University of Turin , Italy and WZB, Germany ', 'https://www.tandfonline.com/author/Saraceno%2C+Chiara')]","1,731",116,3
10,3,9,book review,509,511,,,13 Aug 2008,[],BOOK REVIEW,0,[], 26,0,0
10,3,10,book review,513,514,,,13 Aug 2008,[],BOOK REVIEW,0,[], 20,0,0
10,3,11,book review,515,516,,,13 Aug 2008,[],BOOK REVIEW,0,[], 17,0,0
10,3,12,book review,517,519,,,13 Aug 2008,[],BOOK REVIEW,0,[], 11,0,0
10,3,13,book review,521,523,,,13 Aug 2008,[],BOOK REVIEW,0,[], 13,0,0
10,4,1,Article,525,544,,,27 Sep 2008,[],INTRODUCTION: PROFESSIONAL WORK IN EUROPE,1,"[(' Julia Evetts ', ' University of Nottingham , UK ', 'https://www.tandfonline.com/author/Evetts%2C+Julia')]",453,19,0
10,4,2,Article,545,565,,,27 Sep 2008,"['EU higher education policy', 'EU expert governance', 'EU-oriented professionalism', 'EU cultural capital', 'EU science- and policy project']",THE EUROPEAN LEARNED PROFESSIONS AND THE EU HIGHER EDUCATION PROJECT,1,"[(' Vittorio Olgiati ', ' University of Urbino , Urbino, Italy ', 'https://www.tandfonline.com/author/Olgiati%2C+Vittorio')]",153,7,0
10,4,3,Article,567,595,,,26 Sep 2008,"['EU', 'regulations', 'professions', 'architects', 'psychologists']",EUROPEAN REGULATION OF PROFESSIONAL EDUCATION,2,"[(' Thomas Le Bianic ', ' Université Paris-Dauphine , Paris, France ', 'https://www.tandfonline.com/author/le+Bianic%2C+Thomas'), (' Lennart G. Svensson ', ' Goteborg University , Goteborg, Sweden ', 'https://www.tandfonline.com/author/Svensson%2C+Lennart+G')]",160,10,0
10,4,4,Article,597,617,,,26 Sep 2008,"['equivalence of certificates', 'education systems', 'labour relations', 'trade unions', 'air transport']",OCCUPATIONAL LICENSING VERSUS COMPANY-LED TRAINING,1,"[(' Dr Joachim Haas ', ' CEREQ/LIRHE , Université Toulouse 1 , Toulouse, France ', 'https://www.tandfonline.com/author/Haas%2C+Joachim')]",147,3,0
10,4,5,Article,619,633,,,26 Sep 2008,"['healthcare', 'governance', 'medical profession', 'European convergence']",THE ‘HEALTHCARE STATE’ IN TRANSITION,2,"[(' Ellen Kuhlmann ', ' Department of Social and Policy Sciences , University of Bath , Bath, UK ', 'https://www.tandfonline.com/author/Kuhlmann%2C+Ellen'), (' Viola Burau ', ' Department of Political Science , University of Aarhus , Aarhus, Denmark ', 'https://www.tandfonline.com/author/Burau%2C+Viola')]",387,23,0
10,4,6,Article,635,652,,,27 Sep 2008,"['cultural professions', 'copyright law', 'EU-Directive', 'knowledge-society', 'work regulation']",PUBLIC GOOD OR FREE MARKET?,1,"[(' Dr Christiane Schnell ', ' University of Bremen , Bremen, Germany ', 'https://www.tandfonline.com/author/Schnell%2C+Christiane')]",157,1,0
10,4,7,Article,653,672,,,27 Sep 2008,"['professional markets', 'European and state regulations', 'policy networks', 'professional representation', 'trade-unions', 'collective action', 'architects']",THE ‘REFLECTIVE CAPACITY’ OF PROFESSIONS CONFRONTED BY INTERNATIONAL COMPETITION,1,"[(' Florent Champy ', ' IMM – Centre de Sociologie du Travail et des Arts, Ecole des Hautes Etudes en Sciences Sociales , Paris, France ', 'https://www.tandfonline.com/author/Champy%2C+Florent')]",83,3,0
10,4,8,Article,673,686,,,27 Sep 2008,"['support of job seekers in France', 'accompaniment', 'the unemployed', 'advisers', 'professionalism', 'French unemployment policies', 'European Employment Strategy']",PROFESSIONALS OF POLICIES FOR FIGHTING UNEMPLOYMENT IN FRANCE,1,"[(' Dr Sophie Divay ', ' Université Paris 1 Panthéon-Sorbonne, CNRS , Paris, France ', 'https://www.tandfonline.com/author/Divay%2C+Sophie')]",91,3,0
10,5,1,editorial,687,688,,,24 Dec 2008,[],EDITORIAL,1,"[(' John Scott ', ' University of Plymouth , ', 'https://www.tandfonline.com/author/Scott%2C+John')]",10,0,0
10,5,2,Article,689,710,03 Apr 2007,,24 Dec 2008,"['activation', 'normalization', 'Europeanization', 'convergence', 'methodology']",NORMALIZING ACTIVE EMPLOYMENT POLICIES IN THE EUROPEAN UNION,1,"[(' Mr Peter Triantafillou ', ' Department of Society and Globalisation , Roskilde University , Roskilde, Denmark ', 'https://www.tandfonline.com/author/Triantafillou%2C+Peter')]",112,3,0
10,5,3,Article,711,735,03 Apr 2007,,24 Dec 2008,"['youth and adult unemployment', 'long-term unemployment', 'duration dependence', 'institutional embeddedness', 'labour market regulation', 'educational signalling']",FIRST-TIME JOBSEEKERS VERSUS UNEMPLOYED WITH PREVIOUS WORK EXPERIENCE,1,"[(' Dr Ilaria Covizzi ', ' Institut für Soziologie, Universität Basel , Petersgraben 27, 4051, Basel, Switzerland ', 'https://www.tandfonline.com/author/Covizzi%2C+Ilaria')]",146,0,3
10,5,4,Article,737,762,,,24 Dec 2008,"['economic well-being', 'part-time work', 'Europe', 'work-life balance']",UNIVERSAL DISADVANTAGE?,1,"[(' Dr Tracey Warren ', ' Sociology and Social Policy , University of Nottingham , University Park, Nottingham, NG7 2RD, UK ', 'https://www.tandfonline.com/author/Warren%2C+Tracey')]",144,8,0
10,5,5,Article,763,786,,,24 Dec 2008,"['fertility rates', 'family policy', 'economy', 'culture', 'cross-national comparison', 'The Netherlands']",EXPLAINING DUTCH FERTILITY RATES IN A COMPARATIVE EUROPEAN PERSPECTIVE,2,"[(' Ms Arieke J. Rijken ', ' Interdisciplinary Social Science , Utrecht University , Heidelberglaan 2, 3584 CS, Utrecht, The Netherlands ', 'https://www.tandfonline.com/author/Rijken%2C+Arieke+J'), (' Trudie Knijn ', ' Interdisciplinary Social Science , Utrecht University , Heidelberglaan 2, 3584 CS, Utrecht, The Netherlands ', 'https://www.tandfonline.com/author/Knijn%2C+Trudie')]",161,2,0
10,5,6,Article,787,810,03 Apr 2007,,24 Dec 2008,"['social insurance', 'European Union', 'European social model', 'convergence']",TOWARDS A EUROPEAN SOCIAL MODEL?,3,"[(' Ingalill Montanari ', ' Swedish Institute for Social Research , Stockholm University , S-106 91, Stockholm, Sweden ', 'https://www.tandfonline.com/author/Montanari%2C+Ingalill'), (' Kenneth Nelson ', ' Swedish Institute for Social Research , Stockholm University , S-106 91, Stockholm, Sweden ', 'https://www.tandfonline.com/author/Nelson%2C+Kenneth'), (' Joakim Palme ', ' Swedish Institute for Social Research and Institute for Futures Studies , Box 591, S-101 31, Stockholm, Sweden ', 'https://www.tandfonline.com/author/Palme%2C+Joakim')]",374,18,0
10,5,7,Article,809,832,03 Apr 2007,,24 Dec 2008,"['surveillance', '9/11', 'immigrants', 'Germany']",SURVEILLANCE IN GERMANY AFTER 9/11,1,"[(' Çagatay Topal ', ' Department of Sociology , Middle East Technical University , Ankara, Turkey ', 'https://www.tandfonline.com/author/Topal%2C+%C3%87agatay')]",349,1,0
10,5,8,Article,835,856,,,24 Dec 2008,"['environmental justice', 'theory', 'inequality', 'sociology', 'robust strategies']",THE DIVERSITY OF ENVIRONMENTAL JUSTICE,3,"[(' Dr Horst-Dietrich Elvers ', ' Department of Sociology , Technical University of Dresden , 01062, Dresden, Germany ', 'https://www.tandfonline.com/author/Elvers%2C+Horst-Dietrich'), (' Matthias Gross ', ' Department of Urban and Environmental Sociology , Helmholtz Centre for Environmental Research – UFZ , 04318, Leipzig, Germany ', 'https://www.tandfonline.com/author/Gross%2C+Matthias'), (' Harald Heinrichs ', ' Institute for Environmental and Sustainability Communication , Leuphana University , 21335, Lüneburg, Germany ', 'https://www.tandfonline.com/author/Heinrichs%2C+Harald')]",726,20,0
10,5,9,book review,855,863,,,24 Dec 2008,[],BOOK REVIEWS,4,"[(' Kerman Calvo ', '', 'https://www.tandfonline.com/author/Calvo%2C+Kerman'), (' Dr Isabelle Rigoni ', '', 'https://www.tandfonline.com/author/Rigoni%2C+Isabelle'), (' Paul Teague ', '', 'https://www.tandfonline.com/author/Teague%2C+Paul'), (' Martijn van Velzen ', '', 'https://www.tandfonline.com/author/van+Velzen%2C+Martijn')]",16,0,0
11,1,1,editorial,1,2,,,21 Jan 2009,[],EDITORIAL,1,"[(' John Scott ', ' University of Plymouth ', 'https://www.tandfonline.com/author/Scott%2C+John')]",14,0,0
11,1,2,Article,3,24,11 Dec 2007,,21 Jan 2009,"['cosmopolitanism', 'cosmopolitanization', 'Europe', 'identity', 'Eurobarometer survey', 'multiple discriminant analysis']",COSMOPOLITAN EUROPE,1,"[(' Dr Florian Pichler ', ' Department of Sociology , University of Surrey , Guildford, UK ', 'https://www.tandfonline.com/author/Pichler%2C+Florian')]","1,028",19,6
11,1,3,Article,25,47,,,21 Jan 2009,"['work-related travel', 'cosmopolitanism', 'localism', 'orientations', 'belonging', 'Sweden']","MORE COSMOPOLITAN, NO LESS LOCAL",1,"[(' Dr Per Gustafson ', ' Institute for Housing and Urban Research , Uppsala University , Box 785, SE-80129, Gävle, Sweden ', 'https://www.tandfonline.com/author/Gustafson%2C+Per')]",783,62,0
11,1,4,Article,49,76,,,21 Jan 2009,"['national business systems', 'inter-organizational relationships', 'comparative research', 'institutional framework', 'trust', 'power']",ANALYZING INTER-ORGANIZATIONAL RELATIONSHIPS IN THE CONTEXT OF THEIR NATIONAL BUSINESS SYSTEMS,2,"[(' Reinhard Bachmann ', ' University of Surrey , UK ', 'https://www.tandfonline.com/author/Bachmann%2C+Reinhard'), (' Arjen van Witteloostuijn ', ' University of Antwerp , Belgium ; University of Durham , UK ; Utrecht University , The Netherlands ', 'https://www.tandfonline.com/author/van+Witteloostuijn%2C+Arjen')]",287,9,0
11,1,5,Article,77,101,,,21 Jan 2009,"['informal economy', 'economic development', 'active citizenship', 'social cohesion', 'Ukraine']",BEYOND HIERARCHICAL REPRESENTATIONS OF THE FORMAL/INFORMAL EMPLOYMENT DUALISM,2,"[(' Colin C. Williams ', ' School of Management , University of Sheffield , 9 Mappin Street, Sheffield, S1 9DT, UK ', 'https://www.tandfonline.com/author/Williams%2C+Colin+C'), (' John Round ', ' School of Management , University of Sheffield , 9 Mappin Street, Sheffield, S1 9DT, UK ', 'https://www.tandfonline.com/author/Round%2C+John')]",163,5,1
11,1,6,Article,103,136,11 Dec 2007,,21 Jan 2009,"['labor market', 'life cycle', 'Central Europe', 'post-communism', 'earnings']",LIFE STAGES AND TRANSFORMATIONS OF THE LABOR MARKET,1,"[(' Mrs Marie Plessz ', ' Sciences Po/CNRS, Observatoire Sociologique du Changement , 27 Rue Saint Guillaume, Paris, 75037, France ', 'https://www.tandfonline.com/author/Plessz%2C+Marie')]",68,1,0
11,1,7,Article,137,159,,,21 Jan 2009,"['divorce', 'Italy', 'intergenerational effects']",EFFECTS OF DIVORCE ON CHILDREN'S EDUCATIONAL ATTAINMENT IN A MEDITERRANEAN AND CATHOLIC SOCIETY,2,"[(' Marco Albertini ', ' Juan March Institute , Madrid, Spain ', 'https://www.tandfonline.com/author/Albertini%2C+Marco'), (' Jaap Dronkers ', ' European University Institute , Florence, Italy ', 'https://www.tandfonline.com/author/Dronkers%2C+Jaap')]","1,159",21,3
11,1,8,Article,161,185,,,21 Jan 2009,"['mortality', 'Russia', 'Latvia', 'Soviet Union', 'social differences', 'health crisis']","CONCENTRATION OF WORKING-AGE MALE MORTALITY AMONG MANUAL WORKERS IN URBAN LATVIA AND RUSSIA, 1970–1989",5,"[(' Evgueni Andreev ', ' Max Planck Institute for Demographic Research , Rostock, Germany ', 'https://www.tandfonline.com/author/Andreev%2C+Evgueni'), (' Dr Rasmus Hoffmann ', ' European University Institute , Via delle Fontanelle 10, San Domenico di Fiesole, 50014, Italy ', 'https://www.tandfonline.com/author/Hoffmann%2C+Rasmus'), (' Elwood Carlson ', ' Center for Demography and Population Health , Florida State University , Tallahassee, FL, USA ', 'https://www.tandfonline.com/author/Carlson%2C+Elwood'), (' Vladimir Shkolnikov ', ' Max Planck Institute for Demographic Research , Rostock, Germany ', 'https://www.tandfonline.com/author/Shkolnikov%2C+Vladimir'), (' Tatiana L. Kharkova ', ' Institute of Demography, State University, Higher School of Economics , Moscow, Russian Federation ', 'https://www.tandfonline.com/author/Kharkova%2C+Tatiana+L')]",65,11,0
11,2,1,Article,187,188,,,30 Apr 2009,[],EDITORIAL,1,"[(' John Scott ', ' University of Plymouth , ', 'https://www.tandfonline.com/author/Scott%2C+John')]",12,0,0
11,2,2,Article,189,210,,,30 Apr 2009,"['social capital', 'inequality', 'welfare state', 'Europe']",THE WELFARE STATE AND SOCIAL CAPITAL INEQUALITY,2,"[(' Wim van Oorschot ', ' Department of Sociology , Tilburg University , PO Box 90153, 5000, LE, Tilburg, The Netherlands ', 'https://www.tandfonline.com/author/van+Oorschot%2C+Wim'), (' Ellen Finsveen ', ' Department of Sociology , Tilburg University , PO Box 90153, 5000, LE, Tilburg, The Netherlands ', 'https://www.tandfonline.com/author/Finsveen%2C+Ellen')]",664,27,0
11,2,3,Article,211,232,,,30 Apr 2009,"['welfare states', 'social policy preferences', 'generational cleavage', 'class cleavage', 'Switzerland']",WHO WANTS WHAT FROM THE WELFARE STATE?,2,"[(' Giuliano Bonoli ', ' Idheap, Politique sociale , Rte de la Maladière 21, Chavannes-près-Renens, 1022, Switzerland ', 'https://www.tandfonline.com/author/Bonoli%2C+Giuliano'), (' Silja Häusermann ', ' Political Science , University of Zurich , Seilergraben 53, Zurich, 8001, Switzerland ', 'https://www.tandfonline.com/author/H%C3%A4usermann%2C+Silja')]",641,31,0
11,2,4,Article,233,255,,,30 Apr 2009,"['social networks', 'welfare state', 'new institutionalism', 'ISSP', 'family', 'friends']",STATES AS MOLDERS OF INFORMAL RELATIONS?,3,"[(' Dr Thomas van der Meer ', ' Department of Research Methods , Radboud University Nijmegen , NISCR, Thomas van Aquinostraat 4, Nijmegen, 6500, HE, The Netherlands ', 'https://www.tandfonline.com/author/van+der+Meer%2C+Thomas'), (' Peer Scheepers ', ' Department of Research Methods , Radboud University Nijmegen , NISCR, Thomas van Aquinostraat 4, Nijmegen, 6500, HE, The Netherlands ', 'https://www.tandfonline.com/author/Scheepers%2C+Peer'), (' Manfred te Grotenhuis ', ' Department of Research Methods , Radboud University Nijmegen , NISCR, Thomas van Aquinostraat 4, Nijmegen, 6500, HE, The Netherlands ', 'https://www.tandfonline.com/author/te+Grotenhuis%2C+Manfred')]",207,16,3
11,2,5,Article,257,282,,,30 Apr 2009,"['adults', 'social networks', 'learning habits']","ADULT LEARNING ACTIVITIES, SOCIAL NETWORKS AND DIFFERENT NEIGHBOURHOODS",2,"[(' Dr Sabina Jelenc Krašovec ', ' Faculty of Arts , University of Ljubljana , Ljubljana, Slovenia ', 'https://www.tandfonline.com/author/Kra%C5%A1ovec%2C+Sabina+Jelenc'), (' Sonja Kump ', ' Faculty of Arts , University of Ljubljana , Ljubljana, Slovenia ', 'https://www.tandfonline.com/author/Kump%2C+Sonja')]",147,8,0
11,2,6,Article,283,309,,,30 Apr 2009,"['reference groups', 'income poverty', 'material deprivation', 'economic stress']",THE ‘EUROPEANISATION’ OF REFERENCE GROUPS,2,"[(' Professor Christopher T. Whelan ', "" ESRI, Social Policy Research , Whitaker Square, Sir John Rogerson's Quay , Dublin 2, Ireland "", 'https://www.tandfonline.com/author/Whelan%2C+Christopher+T'), (' Bertrand Maître ', "" ESRI, Social Policy Research , Whitaker Square, Sir John Rogerson's Quay , Dublin 2, Ireland "", 'https://www.tandfonline.com/author/Ma%C3%AEtre%2C+Bertrand')]",155,11,0
11,2,7,book review,311,313,,,30 Apr 2009,[],Book Review,1,"[(' Libby Bishop ', ' Timescapes , Unviersity of Leeds , ; UK Data Archive , Unviersity of Essex , ', 'https://www.tandfonline.com/author/Bishop%2C+Libby')]",24,0,0
11,3,1,Article,315,324,,,19 Jun 2009,[],AT A CROSSROADS,2,"[(' Dr Anna Bagnoli ', ' Department of Sociology , University of Cambridge , Cambridge, UK ', 'https://www.tandfonline.com/author/Bagnoli%2C+Anna'), (' Kaisa Ketokivi ', ' Department of Sociology , University of Helsinki , Helsinki, Finland ', 'https://www.tandfonline.com/author/Ketokivi%2C+Kaisa')]",263,9,0
11,3,2,Article,325,345,,,19 Jun 2009,"['young people', 'identities', 'travel', 'gender']",ON ‘AN INTROSPECTIVE JOURNEY’,1,"[(' Dr Anna Bagnoli ', ' Department of Sociology , University of Cambridge , Cambridge, UK ', 'https://www.tandfonline.com/author/Bagnoli%2C+Anna')]","1,490",30,0
11,3,3,Article,347,367,,,19 Jun 2009,"['resistance', 'communal living', 'family', 'gender', 'subjectivation', 'environmentalism']",NARRATIVES OF SELF AND RELATEDNESS IN ECO-COMMUNES,3,"[(' Kirsi Eräranta ', ' Department of Sociology , University of Helsinki , Helsinki, Finland ', 'https://www.tandfonline.com/author/Er%C3%A4ranta%2C+Kirsi'), (' Johanna Moisander ', ' Department of Marketing and Management , Helsinki School of Economics , Helsinki, Finland ', 'https://www.tandfonline.com/author/Moisander%2C+Johanna'), (' Sinikka Pesonen ', ' Department of Marketing and Management , Helsinki School of Economics , Helsinki, Finland ', 'https://www.tandfonline.com/author/Pesonen%2C+Sinikka')]",305,10,0
11,3,4,Article,369,389,,,19 Jun 2009,"['wedding', 'wedding guests', 'family relations', 'relationality']","WHO CHOOSES THE WEDDING GUESTS, THE COUPLE OR THE FAMILY?",2,"[(' Anna-Maija Castrén ', ' Department of Sociology , University of Helsinki , Helsinki, Finland ', 'https://www.tandfonline.com/author/Castr%C3%A9n%2C+Anna-Maija'), (' Florence Maillochon ', ' Centre Maurice Halbwachs , École Normale Supérieure , Paris, France ', 'https://www.tandfonline.com/author/Maillochon%2C+Florence')]",331,6,0
11,3,5,Article,391,410,,,19 Jun 2009,"['peer support', 'social bond', 'self', 'fate', 'suffering', 'other']",SHARING THE SAME FATE,1,"[(' Kaisa Ketokivi ', ' Department of Sociology , University of Helsinki , Helsinki, Finland ', 'https://www.tandfonline.com/author/Ketokivi%2C+Kaisa')]",291,10,0
11,3,6,Article,411,430,,,19 Jun 2009,"['haunting', 'individualization', 'subjectivity', 'relationality', 'psycho-social studies', 'psychoanalysis', 'racialized belonging', 'masculinity']",HAUNTING IN AN AGE OF INDIVIDUALIZATION,1,"[(' Sasha Roseneil ', ' Birkbeck Institute for Social Research , University of London , London, UK ', 'https://www.tandfonline.com/author/Roseneil%2C+Sasha')]",491,25,0
11,3,7,Article,431,450,,,19 Jun 2009,"['reflexivity', 'sociability', 'drinking habits', 'young adults', 'diaries']",REFLEXIVE SELF-TALK AND SITUATED FREEDOM IN THE CONTEXT OF SOCIABILITY,2,"[(' Jukka Törrönen ', ' SoRad, Centre for Social Research Alcohol and Drugs , Stockholm University , Stockholm, Sweden ', 'https://www.tandfonline.com/author/T%C3%B6rr%C3%B6nen%2C+Jukka'), (' Antti Maunu ', ' Finnish Foundation for Alcohol Studies , Helsinki, Finland ', 'https://www.tandfonline.com/author/Maunu%2C+Antti')]",100,2,0
11,3,8,Article,451,469,,,19 Jun 2009,"['youth', 'qualitative longitudinal', 'biographical', 'critical moments']",GAINING PERSPECTIVE ON CHOICE AND FATE,2,"[(' Janet Holland ', ' Faculty of Arts and Human Sciences , London South Bank University , London, UK ', 'https://www.tandfonline.com/author/Holland%2C+Janet'), (' Rachel Thomson ', ' School of Health and Social Welfare , The Open University , Milton Keynes, UK ', 'https://www.tandfonline.com/author/Thomson%2C+Rachel')]","1,324",51,1
11,4,1,editorial,471,472,,,25 Sep 2009,[],EDITORIAL,1,"[(' John Scott ', ' University of Plymouth , ', 'https://www.tandfonline.com/author/Scott%2C+John')]",14,0,0
11,4,2,Article,473,493,,,25 Sep 2009,"['food safety', 'food policy', 'governance', 'EU', 'comparative analysis']",EU FOOD SAFETY POLICY,2,"[(' Professor Lotte Holm M.Sc. Ph.D. ', ' Human Nutrition , Copenhagen University , Rolighedsvej 30, DK-1958, Frederiksberg C, Denmark ', 'https://www.tandfonline.com/author/Holm%2C+Lotte'), (' Bente Halkier ', ' Communication, Business and Information Technologies , Roskilde University , Box 260, DK-4000, Roskilde, Denmark ', 'https://www.tandfonline.com/author/Halkier%2C+Bente')]",506,7,0
